,00:27:E3:29:CD:E0,00:27:E3:29:CE:40,00:27:E3:29:D1:20,00:27:E3:29:D2:A0,00:27:E3:29:D2:E0,00:27:E3:29:D4:A0,00:27:E3:29:D8:E0,00:27:E3:29:DB:E0,00:27:E3:29:DC:00,00:27:E3:29:E8:80,00:A3:8E:4E:29:A1,00:A3:8E:5C:48:60,00:A3:8E:60:EB:E1,00:A3:8E:60:F3:80,00:A3:8E:65:44:00,00:A3:8E:65:48:01,00:A3:8E:67:4C:81,08:4F:A9:10:4B:81,08:4F:A9:2D:77:41,08:4F:A9:2D:8A:41,08:4F:A9:2D:8A:A1,08:4F:A9:30:00:01,08:4F:A9:39:68:21,08:4F:A9:39:6A:41,0C:75:BD:12:BF:A0,40:01:7A:01:B3:82,40:01:7A:01:B8:82,40:01:7A:AF:D3:62,40:01:7A:B1:00:42,40:01:7A:C6:A5:62,40:01:7A:CA:3F:A2,4C:77:6D:10:31:E1,70:EA:1A:22:8F:E1,70:EA:1A:22:96:21,70:EA:1A:22:96:A1,70:EA:1A:22:9B:81,70:EA:1A:22:9F:21,70:EA:1A:22:9F:E1,70:EA:1A:22:A5:A1,70:EA:1A:22:A9:41,70:EA:1A:22:A9:A1,70:EA:1A:65:2E:A1,CC:DB:93:65:2D:20
meetingRoom_000149,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-89.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-88.0,-80.0,-105.0,-77.0,-105.0,-60.0,-105.0,-105.0,-105.0
meetingRoom_000154,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-86.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-86.0,-105.0,-83.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-84.0,-83.0,-105.0,-84.0,-105.0,-62.0,-105.0,-105.0,-105.0
meetingRoom_000159,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-79.0,-84.0,-75.0,-105.0,-78.0,-105.0,-60.0,-105.0,-105.0,-105.0
meetingRoom_000204,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-88.0,-105.0,-81.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-80.0,-86.0,-75.0,-105.0,-79.0,-105.0,-60.0,-105.0,-105.0,-105.0
meetingRoom_000209,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-89.0,-87.0,-79.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-82.0,-87.0,-75.0,-105.0,-79.0,-105.0,-62.0,-105.0,-105.0,-105.0
meetingRoom_000214,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-71.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-79.0,-80.0,-105.0,-72.0,-105.0,-60.0,-105.0,-105.0,-105.0
meetingRoom_000219,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-87.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-82.0,-87.0,-75.0,-105.0,-76.0,-105.0,-62.0,-105.0,-105.0,-105.0
meetingRoom_000224,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-89.0,-81.0,-77.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-85.0,-80.0,-105.0,-76.0,-105.0,-54.0,-105.0,-105.0,-105.0
meetingRoom_000229,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-89.0,-85.0,-76.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-79.0,-105.0,-61.0,-105.0,-105.0,-105.0
meetingRoom_000234,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-85.0,-76.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-75.0,-105.0,-60.0,-105.0,-105.0,-105.0
meetingRoom_000239,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-81.0,-86.0,-81.0,-75.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-74.0,-105.0,-58.0,-105.0,-105.0,-105.0
meetingRoom_000244,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-86.0,-79.0,-83.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-82.0,-90.0,-75.0,-105.0,-57.0,-105.0,-105.0,-105.0
meetingRoom_000249,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-80.0,-76.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-79.0,-105.0,-75.0,-105.0,-56.0,-105.0,-105.0,-105.0
meetingRoom_000254,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-87.0,-83.0,-76.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-80.0,-105.0,-66.0,-105.0,-105.0,-105.0
meetingRoom_000259,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-84.0,-77.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-83.0,-87.0,-76.0,-105.0,-59.0,-105.0,-105.0,-105.0
meetingRoom_000304,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-87.0,-79.0,-79.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-85.0,-105.0,-80.0,-105.0,-59.0,-105.0,-105.0,-105.0
meetingRoom_000309,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-85.0,-82.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-88.0,-105.0,-76.0,-105.0,-64.0,-105.0,-105.0,-105.0
meetingRoom_000314,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-83.0,-75.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-88.0,-82.0,-105.0,-76.0,-105.0,-69.0,-105.0,-105.0,-105.0
meetingRoom_000319,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-87.0,-86.0,-78.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-81.0,-105.0,-76.0,-105.0,-58.0,-105.0,-105.0,-105.0
meetingRoom_000324,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-81.0,-76.0,-68.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-77.0,-105.0,-64.0,-105.0,-105.0,-105.0
meetingRoom_000329,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-57.0,-63.0,-68.0,-51.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-88.0,-105.0,-105.0,-105.0,-82.0,-65.0,-105.0,-81.0,-83.0,-105.0,-105.0
meetingRoom_000334,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-55.0,-68.0,-51.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-55.0,-105.0,-77.0,-88.0,-105.0,-105.0
meetingRoom_000339,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-66.0,-65.0,-50.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-83.0,-54.0,-105.0,-84.0,-86.0,-105.0,-105.0
meetingRoom_000344,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-56.0,-55.0,-75.0,-45.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-81.0,-54.0,-105.0,-85.0,-87.0,-105.0,-105.0
meetingRoom_000349,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-56.0,-63.0,-73.0,-50.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-82.0,-58.0,-105.0,-80.0,-88.0,-105.0,-105.0
meetingRoom_000354,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-57.0,-61.0,-74.0,-50.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-80.0,-58.0,-105.0,-79.0,-105.0,-105.0,-105.0
meetingRoom_000359,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-58.0,-59.0,-71.0,-52.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-82.0,-59.0,-105.0,-80.0,-105.0,-105.0,-105.0
meetingRoom_000404,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-58.0,-57.0,-68.0,-52.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-82.0,-59.0,-105.0,-81.0,-105.0,-105.0,-105.0
meetingRoom_000409,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-59.0,-57.0,-70.0,-52.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-83.0,-57.0,-105.0,-81.0,-105.0,-105.0,-105.0
meetingRoom_000414,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-55.0,-57.0,-73.0,-51.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-83.0,-56.0,-105.0,-81.0,-105.0,-105.0,-105.0
meetingRoom_000419,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-53.0,-56.0,-72.0,-49.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-81.0,-58.0,-105.0,-84.0,-105.0,-105.0,-105.0
meetingRoom_000424,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-78.0,-75.0,-45.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-76.0,-50.0,-105.0,-85.0,-105.0,-105.0,-105.0
meetingRoom_000429,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-62.0,-73.0,-48.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-88.0,-89.0,-65.0,-105.0,-80.0,-105.0,-105.0,-105.0
meetingRoom_000434,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-68.0,-75.0,-46.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-75.0,-62.0,-105.0,-80.0,-105.0,-105.0,-105.0
meetingRoom_000439,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-64.0,-73.0,-47.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-79.0,-62.0,-105.0,-86.0,-105.0,-105.0,-105.0
meetingRoom_000444,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-71.0,-73.0,-49.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-89.0,-89.0,-66.0,-105.0,-83.0,-105.0,-105.0,-105.0
meetingRoom_000449,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-59.0,-68.0,-73.0,-45.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-89.0,-79.0,-65.0,-105.0,-83.0,-105.0,-105.0,-105.0
meetingRoom_000454,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-72.0,-75.0,-51.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-80.0,-66.0,-105.0,-84.0,-105.0,-105.0,-105.0
meetingRoom_000459,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-59.0,-62.0,-70.0,-46.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-77.0,-62.0,-105.0,-87.0,-105.0,-105.0,-105.0
meetingRoom_000504,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-69.0,-76.0,-53.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-83.0,-62.0,-105.0,-91.0,-105.0,-105.0,-105.0
meetingRoom_000509,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-69.0,-76.0,-45.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-77.0,-66.0,-105.0,-83.0,-105.0,-105.0,-105.0
meetingRoom_000514,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-86.0,-82.0,-82.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-74.0,-105.0,-60.0,-105.0,-105.0,-105.0
meetingRoom_000524,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-85.0,-105.0,-86.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-79.0,-105.0,-62.0,-105.0,-105.0,-105.0
meetingRoom_000529,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-78.0,-105.0,-76.0,-105.0,-62.0,-105.0,-105.0,-105.0
meetingRoom_000534,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-89.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-80.0,-105.0,-76.0,-105.0,-63.0,-105.0,-105.0,-105.0
meetingRoom_000539,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-80.0,-105.0,-61.5,-105.0,-105.0,-105.0
meetingRoom_000544,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-81.0,-105.0,-61.0,-105.0,-105.0,-105.0
meetingRoom_000549,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-79.0,-105.0,-61.0,-105.0,-105.0,-105.0
meetingRoom_000554,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-85.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-80.0,-105.0,-63.0,-105.0,-105.0,-105.0
meetingRoom_000559,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-91.0,-105.0,-85.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-81.0,-105.0,-65.0,-105.0,-105.0,-105.0
meetingRoom_000604,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-88.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-80.0,-105.0,-66.0,-105.0,-105.0,-105.0
meetingRoom_000609,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-83.0,-87.0,-85.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-81.0,-105.0,-75.0,-105.0,-59.0,-105.0,-105.0,-105.0
meetingRoom_000614,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-84.0,-105.0,-86.0,-80.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-88.0,-105.0,-80.0,-105.0,-77.0,-87.0,-55.0,-105.0,-105.0,-105.0
meetingRoom_000619,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-87.0,-84.0,-82.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-79.0,-105.0,-77.0,-105.0,-56.0,-105.0,-105.0,-105.0
meetingRoom_000624,-105.0,-105.0,-105.0,-84.0,-87.0,-105.0,-105.0,-105.0,-105.0,-85.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-87.0,-89.0,-88.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-88.0,-79.0,-105.0,-77.0,-105.0,-54.0,-105.0,-105.0,-105.0
meetingRoom_000629,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-87.0,-83.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-88.0,-105.0,-83.0,-105.0,-55.0,-105.0,-105.0,-105.0
meetingRoom_000634,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-87.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-83.0,-105.0,-76.0,-105.0,-52.0,-105.0,-105.0,-105.0
meetingRoom_000639,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-83.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-80.0,-105.0,-82.0,-105.0,-51.0,-105.0,-105.0,-105.0
meetingRoom_000644,-105.0,-105.0,-105.0,-82.0,-91.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-86.0,-85.0,-87.0,-83.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-85.0,-83.0,-105.0,-81.0,-105.0,-51.0,-105.0,-105.0,-105.0
